year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2003,22,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,3.77815125,43.73511168
2004,53,Widowed,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.763427994,117.1468169
2008,34,Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2009,38,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2009,42,Married,White,Below HS Grad,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2005,25,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.544068044,94.07271475
2004,29,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.462397998,86.69515483
2005,28,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.954242509,141.7751723
2005,46,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.204119983,66.96164432
2007,55,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2004,56,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.661244609,105.7676396
2005,41,Divorced,Black,HS Grad,Middle Atlantic,Information,Good,Yes,4.77815125,118.8843593
2009,61,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,5.176091259,176.9896505
2003,47,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.176091259,65.11085372
2006,52,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.447158031,85.38394038
2004,27,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.278753601,72.15045568
2007,33,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.491361694,89.24288466
2003,58,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.176091259,65.11085372
2005,27,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.982271233,145.8051634
2009,52,Separated,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.477121255,87.98103279
2003,45,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,No,3.716003344,41.09980363
2003,22,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.225309282,68.3956538
2005,25,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.397940009,81.28325328
2004,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.301029996,73.77574327
2005,41,Married,Black,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.875061263,130.9821774
2006,54,Separated,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2007,23,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.397244581,81.22674631
2006,36,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.146128036,63.188861
2004,31,Separated,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.544068044,94.07271475
2006,52,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.5289167,92.65813017
2007,46,Married,Black,HS Grad,Middle Atlantic,Information,Good,No,4.342422681,76.89360252
2007,45,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2009,40,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.380211242,79.85490031
2004,33,Never Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Yes,4.462397998,86.69515483
2007,42,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.897627091,133.9715001
2007,41,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.832508913,125.5254984
2007,25,Never Married,Other,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.531478917,92.89584479
2005,24,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.278753601,72.15045568
2006,24,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.77815125,118.8843593
2008,51,Married,White,HS Grad,Middle Atlantic,Information,Good,No,4.255272505,70.47601965
2004,41,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.84509804,127.1157438
2009,42,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.740362689,114.4757133
2005,30,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.477121255,87.98103279
2009,55,Married,Asian,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4,54.59815003
2008,23,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.431363764,84.04595765
2003,60,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,No,4.447158031,85.38394038
2003,40,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.954242509,141.7751723
2008,41,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.707570176,110.7826503
2003,80,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.380211242,79.85490031
2005,53,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.579783597,97.49329405
2004,40,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,5.146128036,171.7651326
2009,35,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.923487528,137.4812478
2009,55,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,4.322219295,75.35567932
2008,24,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.301029996,73.77574327
2007,39,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2003,30,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.556302501,95.23071257
2005,68,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2004,54,Married,Black,HS Grad,Middle Atlantic,Information,Good,Yes,4.698970004,109.8339856
2008,27,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2005,34,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.77815125,118.8843593
2004,53,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Yes,4.84509804,127.1157438
2004,48,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,No,4.447158031,85.38394038
2005,59,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2004,30,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.77815125,118.8843593
2007,45,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.096910013,163.515864
2007,39,Married,Other,College Grad,Middle Atlantic,Information,Good,Yes,4.653212514,104.9215065
2008,45,Married,Asian,College Grad,Middle Atlantic,Industrial,Good,No,4.602059991,99.6894637
2007,43,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.641005851,281.7459706
2003,30,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.929418926,138.2991269
2005,57,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.176091259,176.9896505
2004,53,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.919078092,136.8763676
2009,42,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.230448921,186.8766776
2005,23,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.505149978,90.48191336
2009,58,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.447158031,85.38394038
2005,43,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.977723605,145.1436012
2003,33,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.792391689,120.5894365
2004,56,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2006,37,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,No,4.69019608,108.8745258
2009,41,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,No,3.653405491,38.60591452
2007,33,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.531478917,92.89584479
2007,50,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.838849091,126.3238807
2003,43,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.255272505,191.5736835
2004,53,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.049218023,155.9005061
2005,37,Widowed,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2006,20,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.079181246,59.09706408
2003,26,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.301029996,73.77574327
2003,29,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,No,4.505149978,90.48191336
2008,57,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2009,47,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,5.021189299,151.5914842
2004,54,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,No,5.606885241,272.2947832
2007,38,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.579783597,97.49329405
2006,23,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.221153322,68.11199407
2004,31,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.84509804,127.1157438
2004,43,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.606885241,272.2947832
2003,33,Married,White,Advanced Degree,Middle Atlantic,Information,Good,No,4.716003344,111.7208494
2004,48,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.84509804,127.1157438
2008,33,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.477121255,87.98103279
2009,52,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.740362689,114.4757133
2008,30,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.245512668,69.79153085
2004,44,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2004,38,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.846337112,127.273347
2008,51,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,5.079181246,160.6424754
2007,47,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,5.146128036,171.7651326
2005,28,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.954242509,141.7751723
2004,52,Divorced,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.748188027,115.3750386
2004,23,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.278753601,72.15045568
2003,65,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.301029996,73.77574327
2005,27,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.84509804,127.1157438
2004,33,Married,White,Below HS Grad,Middle Atlantic,Information,Very Good,No,3.041392685,20.93437794
2008,49,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.380211242,79.85490031
2008,27,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.633468456,102.8702469
2008,48,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.748188027,115.3750386
2005,38,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.579783597,97.49329405
2008,58,Married,White,Some College,Middle Atlantic,Industrial,Good,No,4.653212514,104.9215065
2003,40,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,No,4.748188027,115.3750386
2007,46,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.537819095,93.48669204
2009,53,Married,Black,Some College,Middle Atlantic,Information,Good,Yes,4.812913357,123.0896998
2009,25,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2003,42,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.568201724,96.37065283
2004,40,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.431363764,84.04595765
2006,35,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.84509804,127.1157438
2005,50,Separated,White,HS Grad,Middle Atlantic,Information,Good,No,4.556302501,95.23071257
2004,34,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2009,48,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.633468456,102.8702469
2004,49,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Yes,4.716003344,111.7208494
2009,41,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,No,4.544068044,94.07271475
2004,37,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Yes,4.84509804,127.1157438
2003,58,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2006,28,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,No,4.221153322,68.11199407
2003,33,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.857332496,128.6804882
2003,50,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.969308723,143.9273594
2009,38,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.643452676,103.9024706
2003,48,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.51851394,91.69922611
2008,30,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.556302501,95.23071257
2006,49,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,4.929418926,138.2991269
2005,44,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.775391972,118.5567764
2009,50,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2009,58,Married,Asian,College Grad,Middle Atlantic,Information,Good,Yes,4.740362689,114.4757133
2004,45,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.010723865,150.0132863
2005,44,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.579783597,97.49329405
2005,35,Divorced,White,College Grad,Middle Atlantic,Information,Good,No,4.505149978,90.48191336
2005,59,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.397940009,81.28325328
2009,45,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.875061263,130.9821774
2004,51,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,5.017033339,150.9627835
2006,61,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.875061263,130.9821774
2008,45,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.977723605,145.1436012
2003,34,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.505149978,90.48191336
2007,33,Married,White,College Grad,Middle Atlantic,Information,Good,No,4.73239376,113.5670896
2005,45,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.477121255,87.98103279
2009,50,Never Married,White,Advanced Degree,Middle Atlantic,Information,Good,Yes,5.06069784,157.7005277
2006,50,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.698970004,109.8339856
2005,39,Married,White,Some College,Middle Atlantic,Information,Good,No,4.431363764,84.04595765
2009,26,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.079188484,160.6436382
2007,49,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,3.86923172,47.90556704
2003,20,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.079181246,59.09706408
2003,31,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2007,49,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.477121255,87.98103279
2007,56,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2005,61,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.968482949,143.8085568
2005,56,Separated,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.707570176,110.7826503
2009,51,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.77815125,118.8843593
2004,42,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.792391689,120.5894365
2004,45,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.606885241,272.2947832
2006,30,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.657533888,105.3758927
2005,48,Never Married,White,College Grad,Middle Atlantic,Information,Good,No,4.234264124,69.01087662
2009,33,Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2007,50,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.491361694,89.24288466
2003,31,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.146128036,171.7651326
2003,48,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.892094603,133.2323508
2005,35,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.301029996,200.5432623
2009,47,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.531478917,92.89584479
